isoform	gene
T006355	SAR1A
T006356	PPA1
T006357	PPA1
T006358	PPA1
T006369	LRRC20
T006370	EIF4EBP2
T006371	EIF4EBP2
T006374	EIF4EBP2
T006375	EIF4EBP2
T006377	EIF4EBP2
T006382	PALD1
T006410	PRF1
T006412	PRF1
T006416	ADAMTS14
T006417	ADAMTS14
T006418	ADAMTS14
T006419	ADAMTS14
T006433	SGPL1
T006435	SGPL1
T006439	SGPL1
T006440	SGPL1
T006446	PCBD1
T006448	PCBD1
T006449	PCBD1
T006451	UNC5B
T006452	UNC5B
T006453	UNC5B
T006463	SLC29A3
T006467	CDH23
T006491	VSIR
T006498	VSIR
T006499	VSIR
T006500	VSIR
T006504	DIP2C
T006531	PSAP
T006532	DIP2C
T006537	DIP2C
T006573	PSAP
T006574	PSAP
T006575	PSAP
T006599	CHST3
T006600	CHST3
T006602	CHST3
T006603	CHST3
T006607	CHST3
T006622	SPOCK2
T006625	SPOCK2
T006630	SPOCK2
T006639	ASCC1
T006640	ASCC1
T006641	ANAPC16
T006642	ASCC1
T006643	ASCC1
T006645	ASCC1
T006646	ASCC1
T006657	DDIT4
T006658	DDIT4
T006659	DDIT4
T006660	DDIT4
T006661	DDIT4
T006662	DDIT4
T006663	DDIT4
T006664	DDIT4
T006684	DNAJB12
T006685	DNAJB12
T006687	DNAJB12
T006688	DNAJB12
T006689	DNAJB12
T006696	MICU1
T006697	MICU1
T006698	MICU1
T006700	HMGN2P34
T006702	MCU
T006703	MCU
T006706	SFMBT2
T006736	P4HA1
T006738	NUDT13
T006739	NUDT13
T006742	ECD
T006743	ECD
T006744	FAM149B1
T006745	ECD
T006748	DNAJC9
T006749	DNAJC9
T006751	MRPS16
T006752	MRPS16
T006753	MRPS16
T006754	MRPS16
T006759	CFAP70
T006760	CFAP70
T006765	ANXA7
T006766	ANXA7
T006774	ANXA7
T006786	PPP3CB
T006787	PPP3CB
T006792	USP54
T006794	USP54
T006796	USP54
T006800	USP54
T006805	MYOZ1
T006807	MYOZ1
T006812	SYNPO2L
T006821	BMS1P4
T006822	
T006826	SEC24C
T006831	FUT11
T006833	FUT11
T006834	FUT11
T006837	FUT11
T006838	FUT11
T006841	CHCHD1
T006842	ZSWIM8
T006843	ZSWIM8
T006844	ZSWIM8
T006847	NDST2
T006851	NDST2
T006852	NDST2
T006853	NDST2
T006856	CAMK2G
T006857	CAMK2G
T006860	PLAU
T006863	PLAU
T006867	PLAU
T006869	PLAU
T006871	PLAU
T006872	PLAU
T006876	VCL
T006877	VCL
T006878	VCL
T006890	AP3M1
T006891	AP3M1
T006892	AP3M1
T006893	AP3M1
T006894	ADK
T006895	ADK
T006896	ADK
T006897	ADK
T006911	KAT6B
T006912	KAT6B
T006914	KAT6B
T006915	KAT6B
T006916	KAT6B
T006931	DUSP13
T006932	DUSP13
T006933	DUSP13
T006935	SAMD8
T006936	SAMD8
T006937	SAMD8
T006938	SAMD8
T006939	SAMD8
T006944	VDAC2
T006946	VDAC2
T006947	VDAC2
T006948	VDAC2
T006951	COMTD1
T006952	COMTD1
T006953	COMTD1
T006954	COMTD1
T006956	HMGA1P5
T006962	ITIH5
T006965	ZNF503
T006966	ZNF503
T006968	ZNF503
T006969	ZNF503
T006970	ZNF503
T006975	ZNF503-AS2
T006977	C10orf11
T006978	C10orf11
T007020	KIN
T007021	ATP5C1
T007022	ATP5C1
T007023	ATP5C1
T007024	TAF3
T007048	KCNMA1
T007049	KCNMA1
T007050	KCNMA1
T007051	KCNMA1
T007052	KCNMA1
T007053	KCNMA1
T007054	KCNMA1
T007055	KCNMA1
T007057	KCNMA1
T007058	KCNMA1
T007059	KCNMA1
T007075	DLG5
T007078	DLG5
T007092	DLG5
T007093	DLG5
T007097	POLR3A
T007098	POLR3A
T007099	RPS24
T007100	RPS24
T007119	TAF3
T007155	ZMIZ1
T007156	ZMIZ1
T007157	ZMIZ1
T007182	ZMIZ1
T007192	GATA3
T007200	GATA3
T007224	ZMIZ1
T007225	ZMIZ1
T007226	ZMIZ1
T007227	ZMIZ1
T007257	ZMIZ1
T007258	ZMIZ1
T007302	ZMIZ1
T007303	ZMIZ1
T007304	ZMIZ1
T007328	PPIF
T007329	PPIF
T007330	PPIF
T007345	ZCCHC24
T007346	ZCCHC24
T007347	ZCCHC24
T007349	EIF5AL1
T007414	MBL1P
T007415	MBL1P
T007422	TMEM254
T007425	TMEM254
T007426	TMEM254
T007429	PLAC9
T007436	ANXA11
T007437	ANXA11
T007438	ANXA11
T007439	ANXA11
T007447	ANXA11
T007449	ANXA11
T007450	ANXA11
T007478	DYDC2
T007480	FAM213A
T007485	FAM213A
T007487	FAM213A
T007488	FAM213A
T007490	TSPAN14
T007491	TSPAN14
T007492	TSPAN14
T007493	TSPAN14
T007494	TSPAN14
T007495	TSPAN14
T007496	TSPAN14
T007497	TSPAN14
T007514	TSPAN14
T007515	TSPAN14
T007536	NRG3
T007542	NRG3
T007569	HMGN2P8
T007573	GHITM
T007574	GHITM
T007575	GHITM
T007583	CDHR1
T007584	CDHR1
T007587	CDHR1
T007601	CCSER2
T007602	CCSER2
T007603	CCSER2
T007616	CCSER2
T007618	CCSER2
T007619	CCSER2
T007620	CCSER2
T007624	RPS3AP5
T007645	GRID1
T007652	WAPL
T007654	RPL7AP8
T007657	LDB3
T007659	LDB3
T007689	BMPR1A
T007690	BMPR1A
T007691	BMPR1A
T007692	BMPR1A
T007699	MMRN2
T007701	SNCG
T007703	SNCG
T007704	SNCG
T007705	SNCG
T007706	SNCG
T007707	ADIRF
T007709	MMRN2
T007711	AGAP11
T007712	AGAP11
T007717	GLUD1
T007720	GLUD1
T007721	GLUD1
T007722	GLUD1
T007723	GLUD1
T007724	FAM35A
T007725	GLUD1
T007736	MINPP1
T007737	MINPP1
T007740	PAPSS2
T007741	PAPSS2
T007742	PAPSS2
T007745	ATAD1
T007749	ATAD1
T007751	ATAD1
T007752	CFL1P1
T007753	CFL1P1
T007762	PTEN
T007765	PTEN
T007766	PTEN
T007773	PTEN
T007807	RNLS
T007808	RNLS
T007809	RNLS
T007810	RNLS
T007820	LIPN
T007836	ANKRD22
T007837	ANKRD22
T007852	STAMBPL1
T007853	STAMBPL1
T007856	STAMBPL1
T007882	ACTA2
T007886	FAS
T007888	FAS
T007890	FAS
T007891	FAS
T007893	FAS
T007894	ACTA2
T007895	ACTA2
T007899	ACTA2
T007900	ACTA2
T007901	ACTA2
T007902	FAS
T007916	CH25H
T007947	LIPA
T007950	LIPA
T007951	LIPA
T007963	LIPA
T007981	IFIT2
T008000	IFIT3
T008001	IFIT3
T008018	LIPA
T008024	IFIT1
T008029	IFIT5
T008030	LIPA
T008031	IFIT5
T008032	LIPA
T008033	IFIT5
T008034	LIPA
T008035	IFIT5
T008036	IFIT5
T008037	LIPA
T008041	SLC16A12
T008043	SLC16A12
T008045	SLC16A12
T008050	PANK1
T008054	PANK1
T008056	KIF20B
T008057	KIF20B
T008058	KIF20B
T008073	SNRPD2P1
T008074	SNRPD2P1
T008097	HTR7
T008099	HTR7
T008102	RPP30
T008103	RPP30
T008113	ANKRD1
T008131	PCGF5
T008132	PCGF5
T008133	PCGF5
T008140	PCGF5
T008142	PCGF5
T008143	PCGF5
T008144	PCGF5
T008150	HECTD2
T008151	HECTD2
T008159	PPP1R3C
T008160	PPP1R3C
T008161	PPP1R3C
T008164	TNKS2
T008165	TNKS2
T008167	SRP9P1
T008173	FGFBP3
T008174	BTAF1
T008175	BTAF1
T008181	NHP2P1
T008182	CPEB3
T008183	CPEB3
T008185	CPEB3
T008190	CPEB3
T008192	CPEB3
T008193	CPEB3
T008194	CPEB3
T008196	MARCH5
T008197	MARCH5
T008198	MARCH5
T008199	MARCH5
T008200	MARCH5
T008208	IDE
T008209	IDE
T008213	KIF11
T008215	KIF11
T008216	KIF11
T008217	KIF11
T008221	HHEX
T008223	HHEX
T008224	HHEX
T008230	EXOC6
T008234	EXOC6
T008237	EXOC6
T008238	EXOC6
T008246	CYP26A1
T008252	MYOF
T008253	MYOF
T008276	MYOF
T008279	MYOF
T008280	MYOF
T008281	MYOF
T008282	CEP55
T008284	FFAR4
T008311	RBP4
T008313	FRA10AC1
T008314	FRA10AC1
T008318	LGI1
T008324	SLC35G1
T008326	PLCE1
T008327	PLCE1
T008328	PLCE1
T008329	PLCE1
T008330	PLCE1
T008331	PLCE1
T008332	PLCE1
T008336	PLCE1
T008348	NOC3L
T008349	NOC3L
T008351	TBC1D12
T008352	TBC1D12
T008353	TBC1D12
T008354	TBC1D12
T008356	HELLS
T008358	HELLS
T008397	PDLIM1
T008406	PDLIM1
T008409	PDLIM1
T008428	SORBS1
T008445	SORBS1
T008452	SORBS1
T008455	SORBS1
T008476	SORBS1
T008479	ALDH18A1
T008480	ALDH18A1
T008481	ALDH18A1
T008482	ALDH18A1
T008484	TCTN3
T008485	TCTN3
T008486	TCTN3
T008487	TCTN3
T008493	ENTPD1
T008494	ENTPD1
T008496	ENTPD1
T008508	LARP4B
T008510	LARP4B
T008511	LARP4B
T008512	LARP4B
T008515	CCNJ
T008516	CCNJ
T008519	ZNF518A
T008521	ZNF518A
T008522	ZNF518A
T008523	ZNF518A
T008524	ZNF518A
T008525	ZNF518A
T008532	BLNK
T008533	BLNK
T008563	TLL2
T008564	TLL2
T008571	TM9SF3
T008572	TM9SF3
T008573	TM9SF3
T008574	TM9SF3
T008609	PIK3AP1
T008622	PIK3AP1
T008624	PIK3AP1
T008632	LCOR
T008634	LCOR
T008635	LCOR
T008636	LCOR
T008637	LCOR
T008638	LCOR
T008651	SLIT1
T008652	SLIT1
T008654	ARHGAP19
T008655	ARHGAP19
T008659	FRAT1
T008660	FRAT1
T008662	FRAT2
T008666	RRP12
T008672	RRP12
T008673	RRP12
T008677	PGAM1
T008678	PGAM1
T008679	PGAM1
T008681	EXOSC1
T008682	ZDHHC16
T008683	ZDHHC16
T008685	MMS19
T008686	UBTD1
T008687	UBTD1
T008689	ANKRD2
T008690	ANKRD2
T008696	HOGA1
T008697	PI4K2A
T008702	MORN4
T008703	MORN4
T008705	PI4K2A
T008706	PI4K2A
T008707	PI4K2A
T008710	AVPI1
T008711	AVPI1
T008712	AVPI1
T008713	AVPI1
T008714	AVPI1
T008715	AVPI1
T008716	MARVELD1
T008717	MARVELD1
T008718	MARVELD1
T008719	MARVELD1
T008721	ZFYVE27
T008722	ZFYVE27
T008723	ZFYVE27
T008726	SFRP5
T008742	GOLGA7B
T008743	GOLGA7B
T008744	GOLGA7B
T008748	CRTAC1
T008749	R3HCC1L
T008750	R3HCC1L
T008754	ARHGAP42
T008755	ARHGAP42
T008756	ARHGAP42
T008757	ARHGAP42
T008762	AP2A2
T008783	PGR
T008796	TRPC6
T008800	TRPC6
T008840	ANGPTL5
T008841	CEP126
T008843	CEP126
T008871	C11orf70
T008872	C11orf70
T008883	YAP1
T008884	YAP1
T008885	YAP1
T008887	YAP1
T008888	YAP1
T008889	YAP1
T008892	YAP1
T008893	YAP1
T008894	YAP1
T008898	YAP1
T008911	BIRC3
T008919	BIRC3
T008920	BIRC3
T008921	BIRC3
T008925	BIRC2
T008926	BIRC2
T008927	BIRC2
T008929	BIRC2
T008931	BIRC2
T008932	BIRC2
T008933	BIRC2
T008936	BIRC2
T008939	TMEM123
T008940	TMEM123
T008951	TMEM123
T008952	TMEM123
T008953	TMEM123
T008954	TMEM123
T008961	MMP7
T008978	MMP8
T008983	MMP10
T009018	MMP1
T009025	MMP3
T009029	MMP12
T009030	MMP13
T009036	DCUN1D5
T009038	DCUN1D5
T009039	DCUN1D5
T009041	DYNC2H1
T009042	DYNC2H1
T009043	DYNC2H1
T009044	DYNC2H1
T009053	SBF2
T009071	ADM
T009072	ADM
T009074	ADM
T009076	ADM
T009077	ADM
T009089	AMPD3
T009090	AMPD3
T009123	PDGFD
T009125	PDGFD
T009127	PDGFD
T009129	PDGFD
T009146	AMPD3
T009147	AMPD3
T009148	AMPD3
T009149	AMPD3
T009150	AMPD3
T009151	AMPD3
T009152	AMPD3
T009154	AMPD3
T009157	AMPD3
T009159	AMPD3
T009160	CASP12
T009162	AMPD3
T009163	AMPD3
T009164	AMPD3
T009172	CASP4
T009174	CASP4
T009176	CASP5
T009182	CASP1
T009183	CASP1
T009185	CARD16
T009209	MIR4485
T009210	MTRNR2L2
T009226	GRIA4
T009230	RNF141
T009231	MRVI1-AS1
T009237	MSANTD4
T009238	MSANTD4
T009242	LYVE1
T009246	KBTBD3
T009247	KBTBD3
T009248	KBTBD3
T009249	AASDHPPT
T009250	AASDHPPT
T009251	AASDHPPT
T009252	AASDHPPT
T009273	GUCY1A2
T009275	GUCY1A2
T009281	MRVI1
T009283	MRVI1
T009284	MRVI1
T009285	MRVI1
T009289	MRVI1
T009294	MRVI1
T009295	MRVI1
T009296	CWF19L2
T009298	ALKBH8
T009303	ELMOD1
T009319	SLN
T009321	SLC35F2
T009322	CTR9
T009323	CTR9
T009324	CTR9
T009325	CTR9
T009326	CTR9
T009327	SLC35F2
T009328	SLC35F2
T009329	SLC35F2
T009330	SLC35F2
T009331	SLC35F2
T009333	SLC35F2
T009334	SLC35F2
T009337	RAB39A
T009338	RAB39A
T009339	RAB39A
T009340	CUL5
T009342	CUL5
T009344	ACAT1
T009349	NPAT
T009350	NPAT
T009351	ATM
T009352	ATM
T009353	ATM
T009354	ATM
T009355	ATM
T009356	ATM
T009357	ATM
T009358	ATM
T009368	EIF4G2
T009369	EIF4G2
T009370	EIF4G2
T009371	EIF4G2
T009372	EIF4G2
T009373	EIF4G2
T009374	EIF4G2
T009375	SNORD97
T009376	SNORD97
T009377	SNORD97
T009378	SNORD97
T009379	EIF4G2
T009382	EIF4G2
T009383	EIF4G2
T009384	EIF4G2
T009386	EIF4G2
T009388	EIF4G2
T009389	EIF4G2
T009392	EIF4G2
T009396	C11orf65
T009397	C11orf65
T009401	KDELC2
T009402	KDELC2
T009403	KDELC2
T009404	KDELC2
T009405	KDELC2
T009406	EXPH5
T009413	EXPH5
T009415	EXPH5
T009418	EXPH5
T009420	DDX10
T009421	DDX10
T009422	DDX10
T009427	ZBED5
T009432	ZBED5
T009439	DDX10
T009467	C11orf87
T009510	ZC3H12C
T009511	ZC3H12C
T009515	ZC3H12C
T009519	ZC3H12C
T009521	ZC3H12C
T009522	ZC3H12C
T009523	ZC3H12C
T009528	ZC3H12C
T009532	RDX
T009538	RDX
T009539	RDX
T009541	RDX
T009542	RDX
T009543	RDX
T009560	FDX1
T009562	FDX1
T009570	ARHGAP20
T009581	COLCA2
T009583	COLCA2
T009584	COLCA1
T009585	COLCA1
T009613	POU2AF1
T009620	MIR34B
T009623	C11orf88
T009636	LAYN
T009637	LAYN
T009638	LAYN
T009640	SIK2
T009641	SIK2
T009642	SIK2
T009647	PPP2R1B
T009648	PPP2R1B
T009652	ALG9
T009655	ALG9
T009673	ALG9
T009674	ALG9
T009675	ALG9
T009676	ALG9
T009677	C11orf1
T009678	C11orf1
T009679	FDXACB1
T009680	FDXACB1
T009681	C11orf1
T009682	C11orf1
T009683	C11orf1
T009684	C11orf1
T009687	CRYAB
T009693	CRYAB
T009703	CRYAB
T009707	CRYAB
T009708	CRYAB
T009709	HSPB2
T009710	HSPB2-C11orf52
T009711	HSPB2-C11orf52
T009713	CRYAB
T009716	HSPB2
T009718	CRYAB
T009720	CRYAB
T009721	HSPB2
T009722	CRYAB
T009724	C11orf52
T009725	C11orf52
T009726	C11orf52
T009728	CRYAB
T009731	DIXDC1
T009734	DIXDC1
T009735	DIXDC1
T009736	DIXDC1
T009737	DIXDC1
T009739	DIXDC1
T009740	DIXDC1
T009741	DIXDC1
T009742	DIXDC1
T009743	DIXDC1
T009744	DIXDC1
T009746	DIXDC1
T009747	DIXDC1
T009748	DIXDC1
T009758	DLAT
T009761	DLAT
T009768	PIH1D2
T009769	PIH1D2
T009770	C11orf57
T009773	TIMM8B
T009774	TIMM8B
T009775	TIMM8B
T009776	SDHD
T009795	IL18
T009805	BCO2
T009810	PTS
T009811	PTS
T009828	NCAM1
T009863	NCAM1
T009865	TTC12
T009866	TTC12
T009867	TTC12
T009883	DRD2
T009885	DRD2
T009892	TMPRSS5
T009894	ZW10
T009895	ZW10
T009896	ZW10
T009897	USP28
T009898	USP28
T009901	CSNK2A3
T009910	ZBTB16
T009912	ZBTB16
T009915	ZBTB16
T009931	NNMT
T009934	NNMT
T009936	NNMT
T009937	NNMT
T009939	NNMT
T009941	NNMT
T009946	NNMT
T009951	RBM7
T009952	C11orf71
T009953	C11orf71
T009955	C11orf71
T009956	C11orf71
T009957	RBM7
T009958	RBM7
T009959	RBM7
T009960	RBM7
T009961	RBM7
T009962	RBM7
T009964	REXO2
T009965	REXO2
T009966	REXO2
T009967	REXO2
T009988	CADM1
T009995	CADM1
T009996	CADM1
T010000	MUC5AC
T010015	CADM1
T010041	GALNT18
T010042	GALNT18
T010043	BUD13
T010044	ZPR1
T010045	ZPR1
T010062	APOA4
T010068	APOC3
T010093	APOA1
T010097	SIK3
T010112	SIK3
T010113	SIK3
T010115	PAFAH1B2
T010116	PAFAH1B2
T010122	SIDT2
T010123	SIDT2
T010124	SIDT2
T010125	SIDT2
T010126	SIDT2
T010127	SIDT2
T010128	SIDT2
T010129	SIDT2
T010130	SIDT2
T010131	SIDT2
T010137	SIDT2
T010138	SIDT2
T010139	TAGLN
T010141	TAGLN
T010142	TAGLN
T010145	TAGLN
T010172	PCSK7
T010173	PCSK7
T010174	RNF214
T010175	RNF214
T010182	RNF214
T010188	BACE1
T010193	BACE1
T010194	BACE1
T010195	BACE1
T010197	CEP164
T010198	CEP164
T010200	CEP164
T010202	CEP164
T010213	DSCAML1
T010222	DSCAML1
T010233	FXYD2
T010236	FXYD2
T010272	FXYD6
T010283	TMPRSS13
T010292	IL10RA
T010311	TMPRSS4
T010319	SCN4B
T010328	SCN2B
T010339	JAML
T010345	MPZL3
T010350	MPZL2
T010351	MPZL2
T010355	CD3E
T010376	CD3D
T010382	CD3G
T010385	UBE4A
T010386	UBE4A
T010388	ATP5L
T010389	ATP5L
T010391	ATP5L
T010392	ATP5L
T010397	KMT2A
T010403	TMEM25
T010404	TMEM25
T010406	TMEM25
T010407	TMEM25
T010411	IFT46
T010412	IFT46
T010413	ARCN1
T010418	PHLDB1
T010419	PHLDB1
T010428	PHLDB1
T010429	PHLDB1
T010431	PHLDB1
T010435	PHLDB1
T010437	PHLDB1
T010439	PHLDB1
T010447	DDX6
T010450	USP47
T010451	USP47
T010452	USP47
T010457	DDX6
T010458	DDX6
T010459	DDX6
T010461	DDX6
T010462	DDX6
T010482	BCL9L
T010483	BCL9L
T010484	BCL9L
T010485	BCL9L
T010488	BCL9L
T010491	BCL9L
T010493	BCL9L
T010494	MIR4492
T010495	BCL9L
T010504	BCL9L
T010512	BCL9L
T010513	BCL9L
T010518	UPK2
T010524	CCDC84
T010525	CCDC84
T010526	CCDC84
T010529	RPS25
T010530	RPS25
T010531	TRAPPC4
T010532	RPS25
T010533	TRAPPC4
T010535	SLC37A4
T010539	SLC37A4
T010540	SLC37A4
T010552	HYOU1
T010553	HYOU1
T010554	HYOU1
T010555	HYOU1
T010556	HYOU1
T010557	HYOU1
T010558	HYOU1
T010559	HYOU1
T010560	VPS11
T010561	VPS11
T010563	HMBS
T010571	H2AFX
T010573	H2AFX
T010574	DPAGT1
T010575	DPAGT1
T010576	DPAGT1
T010578	DPAGT1
T010579	DPAGT1
T010581	C2CD2L
T010582	C2CD2L
T010583	C2CD2L
T010584	HINFP
T010585	ABCG4
T010589	NLRX1
T010593	CCDC153
T010594	CBL
T010595	CBL
T010596	CBL
T010597	CBL
T010600	MCAM
T010603	MCAM
T010604	MCAM
T010606	RNF26
T010609	C1QTNF5
T010610	C1QTNF5
T010618	USP2
T010619	USP2
T010620	USP2
T010627	USP2
T010628	USP2
T010630	USP2
T010631	USP2
T010632	USP2
T010633	USP2
T010638	THY1
T010639	THY1
T010640	THY1
T010641	THY1
T010642	THY1
T010643	THY1
T010654	THY1
T010655	THY1
T010657	THY1
T010658	THY1
T010669	KRT8P7
T010673	NECTIN1
T010678	USP47
T010687	DKK3
T010688	DKK3
T010689	DKK3
T010700	TRIM29
T010712	TRIM29
T010717	OAF
T010718	OAF
T010726	POU2F3
T010729	POU2F3
T010732	TMEM136
T010733	ARHGEF12
T010734	ARHGEF12
T010735	ARHGEF12
T010736	ARHGEF12
T010737	ARHGEF12
T010738	ARHGEF12
T010739	ARHGEF12
T010741	DKK3
T010742	ARHGEF12
T010746	DKK3
T010750	DKK3
T010754	DKK3
T010765	GRIK4
T010772	TBCEL
T010792	SC5D
T010793	SC5D
T010794	SC5D
T010795	SC5D
T010796	SC5D
T010806	MICAL2
T010810	SORL1
T010814	SORL1
T010815	SORL1
T010816	SORL1
T010838	MICAL2
T010857	SORL1
T010858	SORL1
T010880	MIR125B1
T010882	MIR100HG
T010894	MIR100HG
T010895	MIR100HG
T010900	MIRLET7A2
T010904	MIR100
T010926	MIR100HG
T010927	MIR100HG
T010937	MICAL2
T010951	MICAL2
T010959	UBASH3B
T010960	UBASH3B
T010961	UBASH3B
T010962	UBASH3B
T010963	UBASH3B
T010964	UBASH3B
T010965	UBASH3B
T010966	UBASH3B
T010967	UBASH3B
T010988	UBASH3B
T010990	CRTAM
T010997	CRTAM
T011001	C11orf63
T011009	RPL34P23
T011012	HSPA8
T011013	SNORD14D
T011014	SNORD14C
T011015	HSPA8
T011016	HSPA8
T011017	HSPA8
T011018	HSPA8
T011019	HSPA8
T011020	HSPA8
T011021	HSPA8
T011022	HSPA8
T011024	HSPA8
T011027	CLMP
T011028	CLMP
T011029	CLMP
T011030	CLMP
T011031	CLMP
T011079	GRAMD1B
T011113	SCN3B
T011117	ZNF202
T011119	RNU1-21P
T011146	VWA5A
T011163	PARVA
T011176	MUC5B
T011196	TBRG1
T011197	TBRG1
T011198	TBRG1
T011202	SIAE
T011203	SIAE
T011204	SPA17
T011205	SPA17
T011208	NRGN
T011243	VSIG2
T011248	ESAM
T011250	ESAM
T011253	MSANTD2
T011254	MSANTD2
T011262	ROBO3
T011263	ROBO3
T011264	ROBO3
T011265	ROBO3
T011266	ROBO3
T011268	ROBO4
T011270	ROBO4
T011274	HEPACAM
T011277	HEPACAM
T011284	CCDC15
T011285	CCDC15
T011286	CCDC15
T011294	SLC37A2
T011295	SLC37A2
T011301	PARVA
T011302	SLC37A2
T011304	TMEM218
T011305	TMEM218
T011310	PKNOX2
T011319	FEZ1
T011320	FEZ1
T011322	FEZ1
T011323	FEZ1
T011328	EI24
T011329	EI24
T011330	EI24
T011331	STT3A
T011335	STT3A
T011339	STT3A
T011340	STT3A
T011342	STT3A
T011343	STT3A
T011347	CHEK1
T011348	CHEK1
T011349	CHEK1
T011350	CHEK1
T011351	CHEK1
T011379	HYLS1
T011380	HYLS1
T011382	PUS3
T011386	DDX25
T011391	CDON
T011392	CDON
T011393	NAP1L1P1
T011399	RPUSD4
T011400	FAM118B
T011401	FAM118B
T011405	SRPRA
T011406	SRPRA
T011407	FOXRED1
T011408	FOXRED1
T011409	TIRAP
T011410	TIRAP
T011411	TIRAP
T011412	TIRAP
T011415	DCPS
T011423	ST3GAL4
T011432	ST3GAL4
T011434	ST3GAL4
T011435	ST3GAL4
T011442	ST3GAL4
T011512	KIRREL3
T011519	KIRREL3
T011524	TEAD1
T011525	TEAD1
T011526	TEAD1
T011527	TEAD1
T011528	TEAD1
T011529	TEAD1
T011530	TEAD1
T011594	ETS1
T011603	ETS1
T011604	ETS1
T011606	ETS1
T011618	ETS1
T011620	ETS1
T011623	FLI1
T011627	FLI1
T011630	FLI1
T011641	KCNJ5
T011644	C11orf45
T011649	ARHGAP32
T011650	ARHGAP32
T011654	ARHGAP32
T011658	ARHGAP32
T011662	ARHGAP32
T011663	ARHGAP32
T011664	ARHGAP32
T011665	ARHGAP32
T011666	ARHGAP32
T011674	BARX2
T011687	TEAD1
T011690	TMEM45B
T011695	NFRKB
T011701	PRDM10
T011702	PRDM10
T011705	ELOBP2
T011708	APLP2
T011709	APLP2
T011720	APLP2
T011723	APLP2
T011749	ST14
T011750	ST14
T011752	ST14
T011753	ST14
T011754	ST14
T011759	ZBTB44
T011761	ZBTB44
T011762	ZBTB44
T011763	ZBTB44
T011764	ZBTB44
T011765	ZBTB44
T011766	ZBTB44
T011767	ZBTB44
T011773	RASSF10
T011775	ADAMTS15
T011776	ADAMTS15
T011785	SNX19
T011786	SNX19
T011787	SNX19
T011788	SNX19
T011796	NTM
T011817	NTM
T011820	NTM
T011821	NTM
T011824	NTM
T011860	OPCML
T011873	ARNTL
T011876	TOLLIP
T011888	OPCML
T011913	IGSF9B
T011925	JAM3
T011926	JAM3
T011927	JAM3
T011930	PTP4A2P2
T011935	NCAPD3
T011936	NCAPD3
T011937	VPS26B
T011938	VPS26B
T011939	NCAPD3
T011940	THYN1
T011941	THYN1
T011942	ACAD8
T011949	GLB1L3
T011951	GLB1L2
T011956	B3GAT1
T011960	B3GAT1
T011976	BTBD10
T011979	BTBD10
T011985	FAR1
T011987	FAR1
T011988	FAR1
T011993	FAR1
T012001	SPON1
T012002	SPON1
T012004	SPON1
T012005	SPON1
T012007	BRSK2
T012011	BRSK2
T012027	RRAS2
T012028	RRAS2
T012030	RRAS2
T012031	RRAS2
T012032	RRAS2
T012035	COPB1
T012039	COPB1
T012040	COPB1
T012041	COPB1
T012044	PSMA1
T012045	PSMA1
T012047	PSMA1
T012048	PSMA1
T012049	PSMA1
T012059	PSMA1
T012060	PDE3B
T012062	PDE3B
T012063	PDE3B
T012065	PDE3B
T012072	PDE3B
T012094	CYP2R1
T012095	CYP2R1
T012097	CALCB
T012102	CALCA
T012106	CALCB
T012107	INSC
T012131	DUSP8
T012132	DUSP8
T012133	DUSP8
T012135	DUSP8
T012141	SOX6
T012150	SOX6
T012175	SOX6
T012176	SOX6
T012177	SOX6
T012178	SOX6
T012179	SOX6
T012180	SOX6
T012181	SOX6
T012182	SOX6
T012196	SOX6
T012197	C11orf58
T012198	C11orf58
T012221	OR7E14P
T012222	OR7E14P
T012224	PLEKHA7
T012227	PLEKHA7
T012228	PLEKHA7
T012232	SNORD14A
T012233	RPS13
T012234	RPS13
T012241	PIK3C2A
T012246	NUCB2
T012247	NUCB2
T012251	NUCB2
T012254	NUCB2
T012256	NUCB2
T012272	KCNJ11
T012273	KCNJ11
T012276	ABCC8
T012285	USH1C
T012291	IFITM10
T012292	IFITM10
T012298	IFITM10
T012335	KCNC1
T012364	CTSD
T012365	CTSD
T012366	CTSD
T012367	CTSD
T012368	CTSD
T012369	CTSD
T012377	SERGEF
T012378	SERGEF
T012379	SERGEF
T012380	SERGEF
T012381	SERGEF
T012409	SAAL1
T012412	MRGPRX3
T012432	ST13P5
T012435	SAA1
T012436	SAA1
T012448	HPS5
T012449	HPS5
T012450	HPS5
T012451	GTF2H1
T012452	HPS5
T012453	GTF2H1
T012454	GTF2H1
T012455	GTF2H1
T012456	LDHA
T012459	LDHA
T012460	LDHA
T012462	LDHA
T012463	LDHA
T012473	LDHC
T012485	TSG101
T012490	TSG101
T012491	TSG101
T012492	TSG101
T012493	TSG101
T012497	TSG101
T012499	SYT8
T012503	SYT8
T012507	TNNI2
T012514	UEVLD
T012515	UEVLD
T012516	UEVLD
T012519	TNNI2
T012520	TNNI2
T012545	SPTY2D1
T012546	SPTY2D1
T012547	SPTY2D1
T012550	SPTY2D1
T012561	TMEM86A
T012562	TMEM86A
T012568	LSP1
T012580	PTPN5
T012593	LSP1
T012601	LSP1
T012604	LSP1
T012607	LSP1
T012610	LSP1
T012620	ZDHHC13
T012621	ZDHHC13
T012630	E2F8
T012631	E2F8
T012632	E2F8
T012633	E2F8
T012634	E2F8
T012644	TNNT3
T012688	MRPL23
