isoform	gene
T171700	MKRN1
T171702	MKRN1
T171703	MKRN1
T171719	ETV1
T171720	ETV1
T171723	ETV1
T171725	ETV1
T171726	ETV1
T171727	ETV1
T171729	ETV1
T171730	DENND2A
T171731	DENND2A
T171732	DENND2A
T171733	ADCK2
T171736	NDUFB2
T171737	NDUFB2
T171738	NDUFB2
T171749	BRAF
T171750	BRAF
T171751	BRAF
T171756	MRPS33
T171758	MRPS33
T171778	AGK
T171786	KIAA1147
T171787	KIAA1147
T171790	SSBP1
T171791	SSBP1
T171792	SSBP1
T171793	SSBP1
T171817	CLEC5A
T171922	TRBV12-1
T171936	TRBV7-3
T171937	TRBV7-3
T171977	TRBV28
T171984	PRSS1
T172037	TRBJ2-1
T172041	TRBJ2-2P
T172045	TRBJ2-3
T172046	TRBJ2-3
T172047	TRBJ2-4
T172048	TRBJ2-4
T172050	TRBJ2-5
T172052	TRBJ2-6
T172053	TRBJ2-7
T172112	TRBV30
T172131	EPHB6
T172132	EPHB6
T172133	EPHB6
T172134	EPHB6
T172153	KEL
T172155	PIP
T172168	GSTK1
T172169	GSTK1
T172172	TMEM139
T172175	CASP2
T172176	CASP2
T172178	CASP2
T172184	FAM131B
T172186	FAM131B
T172192	ZYX
T172194	ZYX
T172195	ZYX
T172197	ZYX
T172198	ZYX
T172199	ZYX
T172200	ZYX
T172202	ZYX
T172203	ZYX
T172204	ZYX
T172205	ZYX
T172206	ZYX
T172207	ZYX
T172209	ZYX
T172211	ZYX
T172212	ZYX
T172214	ZYX
T172215	ZYX
T172227	EPHA1
T172230	EPHA1
T172238	TCAF2
T172239	TCAF2
T172242	TCAF1
T172243	TCAF1
T172244	TCAF1
T172245	TCAF1
T172247	TCAF1
T172248	TCAF1
T172249	TCAF1
T172250	TCAF1
T172254	ARHGEF5
T172259	TPK1
T172260	TPK1
T172280	CNTNAP2
T172312	CNTNAP2
T172334	CUL1
T172335	CUL1
T172336	CUL1
T172337	CUL1
T172351	EZH2
T172352	EZH2
T172353	EZH2
T172355	RNY5
T172356	RNY5
T172365	PDIA4
T172366	PDIA4
T172367	PDIA4
T172368	ZNF786
T172370	ZNF425
T172371	ZNF398
T172373	ZNF398
T172374	ZNF398
T172375	ZNF398
T172376	ZNF398
T172379	ZNF282
T172380	ZNF282
T172382	ZNF282
T172385	ZNF212
T172386	ZNF783
T172387	ZNF783
T172389	ZNF783
T172394	ZNF777
T172395	ZNF777
T172398	ZNF746
T172399	ZNF746
T172401	ZNF767P
T172402	ZNF767P
T172403	KRBA1
T172404	KRBA1
T172405	KRBA1
T172406	KRBA1
T172420	DGKB
T172432	ZNF467
T172433	ZNF467
T172434	ZNF467
T172435	ZNF467
T172436	ZNF467
T172442	ZNF862
T172444	ATP6V0E2
T172448	ATP6V0E2
T172469	MICALL2
T172470	MICALL2
T172471	MICALL2
T172475	LRRC61
T172476	ACTR3C
T172477	LRRC61
T172478	LRRC61
T172479	LRRC61
T172480	ACTR3C
T172481	ACTR3C
T172482	ACTR3C
T172497	RARRES2
T172499	REPIN1
T172500	REPIN1
T172501	REPIN1
T172502	REPIN1
T172503	REPIN1
T172505	REPIN1
T172507	REPIN1
T172511	ZNF775
T172512	ZNF775
T172518	ZNF775
T172525	GIMAP8
T172527	GIMAP8
T172530	GIMAP8
T172531	GIMAP8
T172533	GIMAP8
T172537	GIMAP7
T172539	GIMAP7
T172540	GIMAP7
T172545	GIMAP4
T172554	GIMAP6
T172558	GIMAP2
T172559	GIMAP2
T172560	GIMAP1
T172564	GIMAP5
T172565	GIMAP5
T172568	GIMAP5
T172578	TMEM176B
T172581	TMEM176A
T172582	TMEM176B
T172585	TMEM176B
T172588	TMEM176A
T172590	TMEM176B
T172594	TMEM176A
T172611	AOC1
T172643	KCNH2
T172652	KCNH2
T172658	NOS3
T172660	NOS3
T172663	NOS3
T172670	ATG9B
T172673	ATG9B
T172676	ATG9B
T172677	ATG9B
T172680	ABCB8
T172681	ABCB8
T172686	ASIC3
T172687	CDK5
T172688	CDK5
T172689	CDK5
T172690	SLC4A2
T172691	SLC4A2
T172692	SLC4A2
T172694	SLC4A2
T172696	SLC4A2
T172697	SLC4A2
T172698	SLC4A2
T172699	SLC4A2
T172703	FASTK
T172704	FASTK
T172705	FASTK
T172706	FASTK
T172707	TMUB1
T172708	TMUB1
T172709	TMUB1
T172710	AGAP3
T172713	AGAP3
T172714	AGAP3
T172716	AGAP3
T172733	AGAP3
T172734	AGAP3
T172740	GBX1
T172748	ABCF2
T172749	ABCF2
T172750	CHPF2
T172753	CHPF2
T172754	SMARCD3
T172755	SMARCD3
T172756	SMARCD3
T172757	SMARCD3
T172758	SMARCD3
T172759	SMARCD3
T172761	SMARCD3
T172764	NUB1
T172765	NUB1
T172776	WDR86
T172786	RHEB
T172787	RHEB
T172788	RHEB
T172790	PRKAG2
T172791	PRKAG2
T172792	PRKAG2
T172793	PRKAG2
T172796	PRKAG2
T172805	PRKAG2
T172808	PRKAG2
T172864	PRKAG2
T172865	PRKAG2
T172866	PRKAG2
T172868	PRKAG2
T172870	PRKAG2
T172873	PRKAG2
T172874	PRKAG2
T172888	GALNT11
T172911	KMT2C
T172912	KMT2C
T172914	FABP5P3
T172928	XRCC2
T172932	ATP5F1P3
T172935	ACTR3B
T172936	ACTR3B
T172937	ACTR3B
T172938	ACTR3B
T172956	DPP6
T172961	DPP6
T172994	INTS1
T172995	INTS1
T172996	INTS1
T173008	PAXIP1
T173009	PAXIP1
T173010	PAXIP1
T173053	INSIG1
T173054	INSIG1
T173055	INSIG1
T173056	INSIG1
T173063	INSIG1
T173094	RBM33
T173095	RBM33
T173096	RBM33
T173097	RBM33
T173100	RBM33
T173121	SHH
T173134	AGMO
T173138	
T173139	RNF32
T173140	RNF32
T173141	RNF32
T173142	RNF32
T173147	LMBR1
T173152	LMBR1
T173153	LMBR1
T173154	NOM1
T173158	MNX1
T173161	UBE3C
T173162	UBE3C
T173167	MAFK
T173168	MAFK
T173180	DNAJB6
T173181	DNAJB6
T173182	DNAJB6
T173183	DNAJB6
T173193	MEOX2
T173194	MEOX2
T173203	MEOX2
T173207	PTPRN2
T173209	PTPRN2
T173228	MAFK
T173229	MAFK
T173233	MAFK
T173234	MAFK
T173236	MAFK
T173266	PTPRN2
T173273	NCAPG2
T173284	ESYT2
T173285	ESYT2
T173286	ESYT2
T173289	ESYT2
T173294	ESYT2
T173295	ESYT2
T173298	WDR60
T173299	WDR60
T173303	WDR60
T173316	VIPR2
T173320	TMEM184A
T173321	TMEM184A
T173324	TMEM184A
T173327	TMEM184A
T173330	PSMG3
T173338	ISPD
T173339	ISPD
T173340	ISPD
T173343	SOSTDC1
T173344	SOSTDC1
T173349	ANKMY2
T173350	ANKMY2
T173351	ANKMY2
T173352	BZW2
T173354	BZW2
T173357	TSPAN13
T173358	TSPAN13
T173359	TSPAN13
T173360	TSPAN13
T173363	AGR2
T173366	AGR3
T173394	AHR
T173403	AHR
T173420	ELFN1
T173421	SNX13
T173426	SNX13
T173427	SNX13
T173428	SNX13
T173434	HDAC9
T173435	HDAC9
T173436	HDAC9
T173438	HDAC9
T173443	HDAC9
T173445	HDAC9
T173455	HDAC9
T173456	HDAC9
T173457	HDAC9
T173460	HDAC9
T173466	HDAC9
T173469	HDAC9
T173516	TWIST1
T173517	TWIST1
T173518	TWIST1
T173519	TWIST1
T173537	FAM20C
T173538	FAM20C
T173559	TWISTNB
T173560	TWISTNB
T173561	TWISTNB
T173567	MAD1L1
T173571	MAD1L1
T173574	TMEM196
T173594	MACC1
T173598	MACC1
T173640	ITGB8
T173641	ITGB8
T173643	ITGB8
T173644	ITGB8
T173645	ITGB8
T173648	ITGB8
T173651	ITGB8
T173652	ITGB8
T173653	ITGB8
T173654	ITGB8
T173655	ITGB8
T173658	ITGB8
T173659	ITGB8
T173660	ITGB8
T173728	ABCB5
T173752	SP8
T173773	SP4
T173776	SP4
T173777	SP4
T173778	SP4
T173779	SP4
T173789	DNAH11
T173795	CDCA7L
T173797	CDCA7L
T173813	RAPGEF5
T173823	RAPGEF5
T173824	RAPGEF5
T173835	RAPGEF5
T173837	RAPGEF5
T173841	STEAP1B
T173842	STEAP1B
T173843	EEF1A1P6
T173878	MAD1L1
T173879	MAD1L1
T173887	IL6
T173890	IL6
T173891	IL6
T173907	MRM2
T173908	NUDT1
T173909	NUDT1
T173911	NUDT1
T173915	TOMM7
T173916	TOMM7
T173918	NUDT1
T173927	FAM126A
T173928	FAM126A
T173934	KLHL7
T173935	KLHL7
T173936	KLHL7
T173938	KLHL7
T173939	KLHL7
T173942	NUPL2
T173943	NUPL2
T173944	NUPL2
T173945	NUPL2
T173951	GPNMB
T173977	GPNMB
T173978	GPNMB
T173991	MALSU1
T173996	IGF2BP3
T174003	IGF2BP3
T174005	IGF2BP3
T174006	IGF2BP3
T174007	IGF2BP3
T174008	IGF2BP3
T174009	IGF2BP3
T174011	IGF2BP3
T174020	SNX8
T174021	SNX8
T174029	TRA2A
T174030	TRA2A
T174032	CCDC126
T174033	CCDC126
T174034	CCDC126
T174035	CCDC126
T174036	CCDC126
T174037	CCDC126
T174039	CCDC126
T174040	FAM221A
T174041	FAM221A
T174051	EIF3B
T174052	EIF3B
T174056	NPY
T174057	NPY
T174060	CHST12
T174065	MPP6
T174066	MPP6
T174067	MPP6
T174076	DFNA5
T174078	DFNA5
T174079	DFNA5
T174101	OSBPL3
T174102	OSBPL3
T174103	OSBPL3
T174106	CYCS
T174107	CYCS
T174108	CYCS
T174110	C7orf31
T174111	C7orf31
T174131	LFNG
T174133	LFNG
T174158	BRAT1
T174159	BRAT1
T174160	BRAT1
T174161	BRAT1
T174163	IQCE
T174164	IQCE
T174165	IQCE
T174166	IQCE
T174176	NFE2L3
T174178	HNRNPA2B1
T174183	HNRNPA2B1
T174198	HNRNPA2B1
T174200	HNRNPA2B1
T174215	HNRNPA2B1
T174216	HNRNPA2B1
T174217	CBX3
T174218	HNRNPA2B1
T174219	CBX3
T174220	CBX3
T174221	CBX3
T174222	HNRNPA2B1
T174223	HNRNPA2B1
T174224	CBX3
T174225	CBX3
T174226	CBX3
T174228	CBX3
T174231	SNX10
T174232	SNX10
T174234	SNX10
T174235	SNX10
T174242	SNX10
T174286	TTYH3
T174287	TTYH3
T174294	TTYH3
T174295	TTYH3
T174296	TTYH3
T174301	SKAP2
T174302	SKAP2
T174305	SKAP2
T174306	SKAP2
T174307	SKAP2
T174308	SKAP2
T174309	SKAP2
T174311	SKAP2
T174316	TTYH3
T174318	TTYH3
T174326	TTYH3
T174328	TTYH3
T174329	TTYH3
T174345	HOXA1
T174346	HOXA1
T174347	HOXA1
T174348	HOTAIRM1
T174349	HOTAIRM1
T174350	HOTAIRM1
T174354	HOXA2
T174362	HOXA3
T174385	HOXA4
T174386	HOXA4
T174387	HOXA4
T174388	HOXA4
T174389	HOXA4
T174390	HOXA4
T174392	HOXA3
T174397	HOXA5
T174398	HOXA5
T174399	HOXA5
T174401	HOXA5
T174402	HOXA5
T174404	HOXA5
T174405	HOXA6
T174407	HOXA3
T174410	HOXA7
T174412	HOXA7
T174413	HOXA7
T174416	HOXA9
T174418	HOXA9
T174420	HOXA9
T174421	HOXA9
T174429	HOXA10
T174430	HOXA10
T174431	HOXA10
T174434	HOXA10
T174435	HOXA10
T174436	HOXA10
T174438	HOXA10
T174445	HOXA10
T174447	HOXA11-AS
T174449	HOXA11
T174450	HOXA11
T174452	HOXA11-AS
T174456	HOXA13
T174460	AMZ1
T174465	RPL35P4
T174476	HIBADH
T174477	HIBADH
T174478	HIBADH
T174479	HIBADH
T174481	GNA12
T174483	TAX1BP1
T174487	TAX1BP1
T174495	JAZF1
T174496	JAZF1
T174524	JAZF1
T174525	JAZF1
T174527	JAZF1
T174531	CREB5
T174557	CREB5
T174560	CREB5
T174562	GNA12
T174563	GNA12
T174564	GNA12
T174569	TRIL
T174577	TRIL
T174588	CPVL
T174593	CPVL
T174594	CHN2
T174595	CHN2
T174597	CHN2
T174612	CHN2
T174615	CHN2
T174616	CPVL
T174648	PRR15
T174649	PRR15
T174652	PRR15
T174653	PRR15
T174662	WIPF3
T174665	WIPF3
T174667	WIPF3
T174668	WIPF3
T174674	WIPF3
T174675	WIPF3
T174689	SCRN1
T174691	SCRN1
T174692	SCRN1
T174693	SCRN1
T174694	SCRN1
T174696	FKBP14
T174697	PLEKHA8
T174698	PLEKHA8
T174700	MTURN
T174702	MTURN
T174750	ZNRF2
T174751	ZNRF2
T174752	ZNRF2
T174753	ZNRF2
T174754	ZNRF2
T174755	ZNRF2
T174756	ZNRF2
T174765	NOD1
T174766	NOD1
T174767	NOD1
T174768	NOD1
T174769	GGCT
T174770	GGCT
T174771	GGCT
T174780	GARS
T174784	GARS
T174791	GARS
T174793	GARS
T174794	GARS
T174795	GARS
T174797	CRHR2
T174798	CRHR2
T174800	INMT
T174804	FAM188B
T174805	FAM188B
T174806	FAM188B
T174808	CARD11
T174817	AQP1
T174818	AQP1
T174821	AQP1
T174823	AQP1
T174835	GHRHR
T174837	ADCYAP1R1
T174860	PPP1R17
T174872	PDE1C
T174874	PDE1C
T174875	PDE1C
T174876	PDE1C
T174877	PDE1C
T174879	PDE1C
T174880	PDE1C
T174881	PDE1C
T174887	PDE1C
T174892	LSM5
T174893	LSM5
T174894	AVL9
T174895	AVL9
T174899	ZNRF2P1
T174902	ZNRF2P1
T174906	KBTBD2
T174909	KBTBD2
T174910	KBTBD2
T174911	KBTBD2
T174912	KBTBD2
T174913	KBTBD2
T174914	KBTBD2
T174915	KBTBD2
T174917	RP9P
T174918	RP9P
T174919	RP9P
T174920	RP9P
T174921	RP9P
T174922	FKBP9
T174924	FKBP9
T174928	NT5C3A
T174930	NT5C3A
T174931	NT5C3A
T174932	NT5C3A
T174936	RP9
T174937	BBS9
T174938	BBS9
T174939	BBS9
T174945	SDK1
T174946	SDK1
T174948	SDK1
T174949	SDK1
T174961	BMPER
T174962	BMPER
T174963	BMPER
T174967	BMPER
T174972	BMPER
T175001	DPY19L2P1
T175009	TBX20
T175010	TBX20
T175017	HERPUD2
T175018	HERPUD2
T175019	HERPUD2
T175020	HERPUD2
T175021	HERPUD2
T175024	HERPUD2
T175025	HERPUD2
T175027	HERPUD2
T175028	HERPUD2
T175029	HERPUD2
T175046	SEPT7
T175047	SEPT7
T175048	SEPT7
T175050	SEPT7
T175054	EEPD1
T175055	EEPD1
T175062	EEPD1
T175063	EEPD1
T175064	EEPD1
T175070	EEPD1
T175075	KIAA0895
T175076	ANLN
T175078	ANLN
T175079	KIAA0895
T175082	ANLN
T175087	ANLN
T175113	AOAH
T175114	AOAH
T175116	AOAH
T175132	NPM1P18
T175148	ELMO1
T175164	ELMO1
T175165	ELMO1
T175168	ELMO1
T175171	ELMO1
T175179	ELMO1
T175181	ELMO1
T175188	ELMO1
T175201	GPR141
T175202	EPDR1
T175203	EPDR1
T175223	SFRP4
T175224	EPDR1
T175225	EPDR1
T175226	EPDR1
T175227	EPDR1
T175228	EPDR1
T175229	EPDR1
T175230	EPDR1
T175232	EPDR1
T175233	EPDR1
T175238	STARD3NL
T175239	STARD3NL
T175264	TRGV10
T175298	TRGV5
T175299	TRGV5
T175306	TRGV3
T175317	AMPH
T175319	AMPH
T175320	AMPH
T175326	VPS41
T175339	YAE1D1
T175340	YAE1D1
T175341	YAE1D1
T175353	RALA
T175355	RALA
T175356	RALA
T175359	RALA
T175360	RALA
T175361	RALA
T175362	RALA
T175371	LINC00265
T175372	LINC00265
T175373	LINC00265
T175376	CDK13
T175377	CDK13
T175378	CDK13
T175379	CDK13
T175380	CDK13
T175381	CDK13
T175382	CDK13
T175383	CDK13
T175388	MPLKIP
T175389	MPLKIP
T175390	MPLKIP
T175391	SUGCT
T175402	SUGCT
T175442	INHBA
T175445	INHBA
T175447	INHBA
T175491	GLI3
T175492	GLI3
T175494	GLI3
T175504	C7orf25
T175505	PSMA2
T175506	MRPL32
T175514	HECW1
T175515	HECW1
T175528	HECW1
T175529	HECW1
T175534	STK17A
T175535	STK17A
T175547	COA1
T175554	COA1
T175555	COA1
T175564	BLVRA
T175568	BLVRA
T175573	MRPS24
T175574	MRPS24
T175578	MRPS24
T175581	URGCP
T175582	URGCP
T175583	URGCP
T175584	UBE2D4
T175585	URGCP
T175586	URGCP
T175587	URGCP
T175589	POLR2J4
T175591	DBNL
T175592	DBNL
T175600	PGAM2
T175601	PGAM2
T175603	POLM
T175606	POLM
T175611	POLM
T175612	POLM
T175615	AEBP1
T175630	POLD2
T175631	POLD2
T175632	POLD2
T175641	MYL7
T175647	YKT6
T175660	CAMK2B
T175671	NUDCD3
T175672	NUDCD3
T175673	NUDCD3
T175674	NUDCD3
T175683	DDX56
T175684	DDX56
T175688	TMED4
T175689	TMED4
T175690	TMED4
T175691	TMED4
T175693	OGDH
T175694	OGDH
T175695	OGDH
T175703	OGDH
T175719	ZMIZ2
T175720	ZMIZ2
T175721	ZMIZ2
T175722	ZMIZ2
T175723	ZMIZ2
T175725	ZMIZ2
T175726	ZMIZ2
T175727	ZMIZ2
T175728	PPIA
T175734	H2AFV
T175739	PURB
T175740	PURB
T175758	MYO1G
T175773	SNHG15
T175774	SNHG15
T175776	SNHG15
T175778	SNHG15
T175779	CCM2
T175782	CCM2
T175783	CCM2
T175784	CCM2
T175786	CCM2
T175787	CCM2
T175794	NACAD
T175797	TBRG4
T175798	RAMP3
T175805	ADCY1
T175807	ADCY1
T175815	SEPT7P2
T175825	IGFBP1
T175898	IGFBP3
T175901	IGFBP3
T175934	FOXK1
T175935	FOXK1
T175936	FOXK1
T175937	FOXK1
T175945	TNS3
T175970	TNS3
T175971	TNS3
T175973	TNS3
T175986	TNS3
T176006	TNS3
T176011	TNS3
T176012	TNS3
T176013	TNS3
T176014	TNS3
T176015	TNS3
T176016	TNS3
T176017	TNS3
T176019	TNS3
T176029	FOXK1
T176031	C7orf69
T176032	C7orf69
T176035	PKD1L1
T176047	HUS1
T176048	HUS1
T176049	HUS1
T176050	HUS1
T176056	C7orf57
T176057	C7orf57
T176072	UPP1
T176073	UPP1
T176076	UPP1
T176079	UPP1
T176083	AP5Z1
T176085	ABCA13
T176107	RADIL
T176115	VWC2
T176129	RNF216P1
T176141	IKZF1
T176146	IKZF1
T176147	IKZF1
T176148	IKZF1
T176153	IKZF1
T176168	FIGNL1
T176181	GRB10
T176182	RBAK
T176183	GRB10
T176184	GRB10
T176185	GRB10
T176190	RBAK
T176195	COBL
T176196	COBL
T176199	COBL
T176200	COBL
T176201	COBL
T176206	WIPI2
T176207	WIPI2
T176212	SLC29A4
T176213	RNU1-14P
T176231	TNRC18
T176244	VSTM2A
T176255	TNRC18
T176256	TNRC18
T176257	TNRC18
T176261	TNRC18
T176262	TNRC18
T176263	TNRC18
T176264	TNRC18
T176265	TNRC18
T176266	TNRC18
T176272	TNRC18
T176273	TNRC18
T176275	TNRC18
T176283	SEC61G
T176284	SEC61G
T176303	EGFR
T176327	EGFR
T176340	CALM1P2
T176341	LANCL2
T176342	LANCL2
T176343	LANCL2
T176344	LANCL2
T176345	LANCL2
T176346	LANCL2
T176347	LANCL2
T176348	LANCL2
T176360	FBXL18
T176384	VOPP1
T176386	VOPP1
T176391	VOPP1
T176392	VOPP1
T176396	ACTB
T176397	ACTB
T176398	ACTB
T176399	ACTB
T176400	ACTB
T176401	ACTB
T176403	ACTB
T176404	ACTB
T176408	ACTB
T176409	ACTB
T176412	ACTB
T176413	ACTB
T176414	ACTB
T176415	ACTB
T176416	ACTB
T176417	ACTB
T176418	ACTB
T176419	ACTB
T176420	ACTB
T176421	ACTB
T176422	ACTB
T176423	ACTB
T176424	ACTB
T176425	ACTB
T176426	ACTB
T176432	SUMO2P3
T176433	PDGFA
T176435	PDGFA
T176436	PDGFA
T176440	PDGFA
T176442	ZNF713
T176444	PDGFA
T176445	PDGFA
T176447	MRPS17
T176448	MRPS17
T176449	PDGFA
T176450	GBAS
T176451	GBAS
T176452	GBAS
T176457	PSPH
T176458	PSPH
T176459	PSPH
T176460	PSPH
T176461	PSPH
T176462	CCT6A
T176463	CCT6A
T176466	CCT6A
T176467	SUMF2
T176469	SUMF2
T176470	PHKG1
T176472	CHCHD2
T176473	CHCHD2
T176475	PSPH
T176481	FSCN1
T176482	FSCN1
T176483	FSCN1
T176484	FSCN1
T176488	FSCN1
T176508	RNF216
T176512	RNF216
T176513	RNF216
T176515	ZNF815P
T176516	ZNF815P
T176519	CCZ1
T176520	CCZ1
T176523	PMS2
T176524	PMS2
T176525	AIMP2
T176526	AIMP2
T176529	AIMP2
T176530	EIF2AK1
T176531	EIF2AK1
T176533	EIF2AK1
T176534	EIF2AK1
T176540	USP42
T176563	CYTH3
T176564	CYTH3
T176571	ZNF727
T176575	ZNF736
T176576	ZNF736
T176577	ZNF736
T176578	ZNF736
T176579	ZNF736
T176580	ZNF736
T176582	FAM220A
T176583	FAM220A
T176591	ZNF680
T176598	PRKAR1B
T176599	ZNF107
T176600	ZNF107
T176601	ZNF107
T176602	RAC1
T176604	RAC1
T176606	RAC1
T176616	ZNF138
T176617	ZNF138
T176618	ZNF138
T176630	ZNF273
T176632	ZNF273
T176633	ZNF273
T176638	ZNF273
T176639	ZNF273
T176640	ZNF273
T176650	ERV3-1
T176651	ZNF117
T176652	ERV3-1
T176653	CCT6P3
T176658	ZNF92
T176659	ZNF92
T176660	DAGLB
T176661	DAGLB
T176676	CCT6P1
T176677	CCT6P1
T176679	KDELR2
T176680	KDELR2
T176681	VKORC1L1
T176682	VKORC1L1
T176683	VKORC1L1
T176684	VKORC1L1
T176688	VKORC1L1
T176691	GUSB
T176692	GUSB
T176693	GUSB
T176694	GUSB
T176696	ASL
T176697	ASL
T176698	ASL
T176699	ASL
T176703	CRCP
T176704	CRCP
T176708	TPST1
T176709	TPST1
T176713	GRID2IP
T176716	GRID2IP
T176730	RABGEF1
T176731	KCTD7
T176732	RABGEF1
T176733	RABGEF1
T176734	RABGEF1
T176741	RABGEF1
T176742	RABGEF1
T176743	RABGEF1
T176744	ZDHHC4
T176745	ZDHHC4
T176749	RABGEF1
T176750	RABGEF1
T176757	C7orf26
T176758	C7orf26
T176759	C7orf26
T176760	C7orf26
T176761	C7orf26
T176767	TMEM248
T176768	TMEM248
T176769	TMEM248
T176770	TMEM248
T176773	TMEM248
T176774	TMEM248
T176776	TYW1
T176777	SBDS
T176778	TYW1
T176779	TYW1
T176783	TYW1
T176786	PMS2P4
T176787	PMS2P4
T176788	STAG3L4
T176789	STAG3L4
T176799	ZNF12
T176802	PMS2CL
T176827	AUTS2
T176828	AUTS2
T176829	AUTS2
T176830	AUTS2
T176831	AUTS2
T176874	AUTS2
T176882	AUTS2
T176884	AUTS2
T176886	AUTS2
T176898	WBSCR17
T176900	WBSCR17
T176926	CALN1
T176938	C1GALT1
T176943	C1GALT1
T176944	C1GALT1
T176945	C1GALT1
T176946	C1GALT1
T176957	TYW1B
T176958	TYW1B
T176959	SBDSP1
T176960	POM121
T176961	POM121
T176964	POM121
T176965	GTF2IP1
T176970	NSUN5
T176973	FZD9
T176974	BAZ1B
T176985	BAZ1B
T176986	BAZ1B
T176987	BAZ1B
T176988	BAZ1B
T176990	BCL7B
T176991	BCL7B
T176992	BCL7B
T176993	BCL7B
T176994	BCL7B
T176995	BCL7B
T176998	TBL2
T176999	TBL2
T177000	TBL2
T177001	TBL2
T177004	MLXIPL
T177007	MLXIPL
T177011	VPS37D
T177014	DNAJC30
T177015	WBSCR22
T177028	STX1A
T177032	ABHD11-AS1
T177037	ABHD11
T177038	ABHD11
T177039	ABHD11
T177045	CLDN3
T177046	CLDN3
T177051	CLDN4
T177052	CLDN4
T177053	CLDN4
T177057	WBSCR27
T177058	WBSCR27
T177061	ELN
T177062	ELN
T177065	ELN
T177094	ELN
T177112	LIMK1
T177113	LIMK1
T177114	LIMK1
T177115	LIMK1
T177120	EIF4H
T177121	EIF4H
T177125	LAT2
T177128	LAT2
T177132	RFC2
T177134	CLIP2
T177139	GTF2IRD1
T177140	GTF2IRD1
T177141	GTF2IRD1
T177142	GTF2IRD1
T177156	GTF2I
T177157	GTF2I
T177158	GTF2I
T177159	GTF2I
T177160	GTF2I
T177161	GTF2I
T177163	GTF2I
T177169	RCC1L
T177170	RCC1L
T177171	GTF2IRD2B
T177172	GATSL2
T177173	STAG3L1
T177174	NSUN5P1
T177175	PRKAR1B
T177176	POM121C
T177177	PMS2P3
T177179	HIP1
T177182	PRKAR1B
T177183	HIP1
T177193	HIP1
T177194	HIP1
T177196	CCL26
T177200	CCL24
T177211	RHBDD2
T177212	RHBDD2
T177214	RHBDD2
T177215	RHBDD2
T177216	RHBDD2
T177222	POR
T177223	POR
T177228	TMEM120A
T177229	TMEM120A
T177231	STYXL1
T177232	STYXL1
T177233	MDH2
T177234	MDH2
T177235	MDH2
T177236	MDH2
T177246	SRRM3
T177255	SRRM3
T177262	HSPB1
T177264	HSPB1
T177265	HSPB1
T177266	HSPB1
T177267	HSPB1
T177268	HSPB1
T177269	HSPB1
T177306	YWHAG
T177307	YWHAG
T177309	ZP3
T177310	ZP3
T177311	ZP3
T177312	ZP3
T177313	ZP3
T177314	ZP3
T177316	SSC4D
T177317	SSC4D
T177322	MIOS
T177323	MIOS
T177325	MIOS
T177326	MIOS
T177332	UPK3B
T177337	DNAAF5
T177339	DNAAF5
T177340	PRKAR1B
T177342	PRKAR1B
T177343	FAM185BP
T177344	FAM185BP
T177345	CCDC146
T177346	RPA3
T177348	RPA3
T177349	RPA3
T177350	RPA3
T177353	RPA3
T177359	FGL2
T177389	GSAP
T177400	PTPN12
T177401	PTPN12
T177402	PTPN12
T177403	PTPN12
T177404	PTPN12
T177405	PTPN12
T177406	PTPN12
T177411	PTPN12
T177418	RSBN1L
T177419	RSBN1L
T177420	RSBN1L
T177422	TMEM60
T177423	PHTF2
T177424	PHTF2
T177425	PHTF2
T177426	PHTF2
T177427	PHTF2
T177441	MAGI2
T177452	MAGI2
T177464	MAGI2-AS3
T177468	MAGI2
T177469	MAGI2
T177473	MAGI2-AS3
T177490	GNAI1
T177491	GNAI1
T177492	GNAI1
T177493	GNAI1
T177494	GNAI1
T177528	GLCCI1
T177529	GLCCI1
T177530	GLCCI1
T177533	GLCCI1
T177534	GLCCI1
T177535	GLCCI1
T177536	GLCCI1
T177555	CD36
T177567	CD36
T177571	CD36
T177598	SEMA3C
T177599	SEMA3C
T177600	SEMA3C
T177602	SEMA3C
T177603	SEMA3C
T177606	SEMA3C
T177608	SEMA3C
T177615	SEMA3C
T177624	SEMA3C
T177641	GLCCI1
T177660	HGF
T177666	HGF
T177680	CACNA2D1
T177696	CACNA2D1
T177697	CACNA2D1
T177698	CACNA2D1
T177699	CACNA2D1
T177701	CACNA2D1
T177702	CACNA2D1
T177703	CACNA2D1
T177704	CACNA2D1
T177715	PCLO
T177730	PCLO
T177741	PCLO
T177743	PCLO
T177745	ICA1
T177746	ICA1
T177749	ICA1
T177757	ICA1
T177765	SEMA3E
T177769	SEMA3E
T177776	SEMA3A
T177777	SEMA3A
T177778	SEMA3A
T177779	SEMA3A
T177780	SEMA3A
T177781	SEMA3A
T177786	SEMA3A
T177792	SEMA3A
T177800	SEMA3A
T177819	NXPH1
T177832	SEMA3D
T177837	SEMA3D
T177849	SUN1
T177852	GRM3
T177856	GRM3
T177860	GRM3
T177872	KIAA1324L
T177873	KIAA1324L
T177874	KIAA1324L
T177879	DMTF1
T177880	DMTF1
T177881	DMTF1
T177882	DMTF1
T177883	DMTF1
T177886	TMEM243
T177887	TMEM243
T177888	TMEM243
T177889	TMEM243
T177890	TMEM243
T177891	TMEM243
T177892	TP53TG1
T177893	TP53TG1
T177894	TP53TG1
T177895	TP53TG1
T177896	TP53TG1
T177897	CROT
T177898	CROT
T177899	CROT
